class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,flat,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
e,flat,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
e,convex,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
p,convex,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
e,convex,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
p,convex,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
p,convex,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
e,convex,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
e,convex,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,flat,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
e,flat,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,convex,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
p,convex,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,flat,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
e,flat,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
e,flat,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
e,flat,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
e,convex,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
p,convex,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
e,flat,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,flat,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,flat,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,convex,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,flat,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
p,convex,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,convex,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,flat,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,convex,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
e,convex,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
e,convex,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,convex,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
e,convex,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,convex,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,flat,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,flat,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
e,convex,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
e,flat,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
p,convex,f,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
e,convex,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,convex,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
e,flat,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
e,convex,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,convex,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
e,flat,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
